MNTH,Day,Year,MAX,MIN,AVG, DEP,HDD,CDD,WTR,SNW, DPTH,AVGSPD,MAXSPD,DIR, MIN,PSBL, S-S,WX,SPD ,DR
10,5,2023,85,70,78,6,e,13 e.le,0.1,e,8.7,8.7,17,M,M,6 1,23,le,,
10,6,2023,87,64,76,4,e,11 e.ee,0,e le.3,,10.3,24,M,M,3,33,39,,
10,7,2023,72,57,65,-6,e,e e. ae,0,e,9.7,9.7,25,M,M,3,34,39,,
10,8,2023,86,52,66,-5,e,e.ee,0,e,6.2,6.2,14,M,M,e 8,23 2ee,,,
10,9,2023,89,58,74,4,e,9 e.ee,0,e Ie.7,,10.7,18,M,M,2,27 2ee,,,
10,10,2023,85,62,74,4,e,9 e.ee,0,e,11.8 29,11.8,29,M,M,7,28 179,,,
10,11,2023,76,65,71,1,e,6 e.ee,0,e,13.8 24,13.8,24,M,M,9,31 148,,,
10,12,2023,81,64,73,4,e,8 e.ee,0,e,16.e 24,16,24,M,M,6,32 179,,,
10,13,2023,79,64,72,3,e,7 e. ae,0,e,15.e 26,15,26,M,M,3,39 3ee,,,
10,14,2023,72,54,63,-6,2,e e.ee,0,e,14.2,14.2,22,M,M,e,39 349,,,
10,15,2023,68,51,60,-8,5,e e. ae,0,e,13.8,13.8,25,M,M,2 8,33 350,,,
10,16,2023,67,48,58,,7,e e.ee,0,e,9.3,9.3,19,M,M,e,39 369,,,
10,17,2023,74,44,59,-8,6,e e.ee,0,e,4.8,4.8,13,M,M,,16 178,,,
10,18,2023,82,55,69,2,e,4 e.ee,0,e,12.4,12.4,26,M,M,,34 18e,,,
10,19,2023,87,56,72,5,e,7 e.ee,0,e,7.2,7.2,16,M,M,,22 339,,,
10,20,2023,93,57,75,9,e,19 e.ee,0,e,5.9,5.9,12,M,M,e,17,18,,
10,21,2023,91,59,75,9,e,10 e.ee,0,e,6.6 16 190,6.6,16,M,M,7,19 190,,,
10,22,2023,85,64,75,18,e,19 e.ee,0,e,8.8 18 179,8.8,18,M,M,9,24 16e,,,
10,23,2023,82,69,76,11,e,11 8.65,0.65,e 11.2 28 238,,11.2,28,M,M,18,27 15e,,,
10,24,2023,74,72,73,8,e,8 1.98,1.08,e le.e 18 16e,,10,18,M,M,le 13,25 189,,,
10,25,2023,89,68,74,19,e,9 2.54,2.54,e 11.1 21 388,,11.1,21,M,M,19 13,28 150,,,
10,26,2023,83,68,76,12,e,11 1.54,1.54,e le.6 22 329,,10.6,22,M,M,7,26 31e,,,
10,27,2023,88,62,75,11,e,10 e.86,0.06,e 13.1 25 310,,13.1,25,M,M,8 1,32 310,,,
10,28,2023,62,55,59,-4,6,e 1.87,1.87,e,9.5 16 369,9.5,16,M,M,le,21 36e,,,
10,29,2023,55,48,48,,17,e 8.24,0.24,e 18.1 25 368,,18.1,25,M,M,18,35 31e,,,
10,30,2023,58,38,44,,21,e e. 61,0.61,e 17.7 28 35e,,17.7,28,M,M,7 13,36 35e,,,
10,31,2023,62,34,48,14,17,e e.ee,0,e 19.9 21 369,,19.9,21,M,M,1,26 359,,,
11,1,2023,56,33,45,,28,e a.ee,0,e.e,e,5.5,14,38,M,M,e,17,3e,
11,2,2023,64,36,50,,15,e e.ee,0,e.e,e,7.9,15,,M,M,,24 18e,,
11,3,2023,72,44,58,-3,7,e e.ee,0,e.e,e li.e 23 198,11,23,,M,M,1,33 18e,,
11,4,2023,74,51,63,3,2,e e.ee,0,e.e,e,9.3,20,,M,M,3 18,24 2ee,,
11,5,2023,81,58,70,le,e,5 e.ee,0,eșe,"e 10,1 21 2ee",10.1,21,,M,M,6,27 2ee,,
11,6,2023,83,65,74,14,e,9 e.ee,0,e.e,e 16.3 25 188,16.3,25,,M,M,4,33 18e,,
11,7,2023,85,64,75,16,e,le a.ee,0,e.e,e 14.4 24 198,14.4,24,,M,M,1,32 17e,,
11,8,2023,86,68,77,18,e,12 e.ee,0,e.e,e 14.8 22 198,14.8,22,,M,M,3,3e 18e,,
11,9,2023,73,52,63,4,2,e 8.24,0.24,e.e,e 13.2 25 368,13.2,25,,M,M,le,32 36e,,
11,10,2023,61,51,56,,9,e,0.2,e.e,e łe.2 17,10.2,17,le,M,M,9 1,22,3e,
11,11,2023,66,53,60,2,5,e e.ee,0,e.e,e,6.5,12,80,M,M,8,19 lle,,
11,12,2023,65,51,58,e,7,e e.ee,0,e.e,e,2.7,9,,M,M,8,11 34e,,
11,13,2023,66,50,58,1,7,e a.ee,0,e.e,e,6.1,14,3e,M,M,8,22,4e,
11,14,2023,70,51,61,4,4,e e.ee,0,e.e,e,3.3,8,90,M,M,4,12,5e,
11,15,2023,73,58,62,6,3,e e.ee,0,e.e,e,2.8,8,88,M,M,2 1,12,9e,
11,16,2023,61,52,57,,8,e,0.2,e.e,e,9.1,16,,M,M,9 12,22 18e,,
11,17,2023,62,57,60,4,5,e,0.2,e.e,e,7.8,15,,M,M,le 1,22 19e,,
11,18,2023,71,53,62,7,3,e e.ee,0,e.e,e,5.4,13,,M,M,8 1,15 34e,,
11,19,2023,65,53,59,4,6,e a.B3,0.03,e.e,e Ie.7 21 168,10.7,21,,M,M,9 13,3e 16e,,
11,20,2023,76,54,65,le,e,e,0.2,e.e,e 16.5 29 340,16.5,29,,M,M,6 1,37 34e,,
11,21,2023,60,44,52,,13,e e.ee,0,e.e,e 18.5 31 340,18.5,31,,M,M,7,43 33e,,
11,22,2023,63,39,51,-3,14,e e.ee,0,e.e,e,8.3,18,,M,M,e 8,23 33e,,
11,23,2023,64,40,52,-2,13,e e.ee,0,e.e,e,7.6,15,,M,M,4,26 15e,,
11,24,2023,64,40,52,-2,13,e e.ee,0,e.e,e,3.5,8,78,M,M,3 1,12,8e,
11,25,2023,61,41,51,,14,e a.14,0.14,e.e,e,6.9,15,,M,M,6 1,21 14e,,
11,26,2023,52,35,44,-9,21,e,0.2,e.e,e 14.8 29 338,14.8,29,,M,M,7,36 32e,,
11,27,2023,54,32,43,,22,e e.ee,0,e.e,e,4,12,28,M,M,5,14,3e,
11,28,2023,63,38,51,-1,14,e e.ee,0,e.e,e,6.1,14,,M,M,4,2e 21e,,
11,29,2023,65,38,52,e,13,e e.ee,0,e.e,e,9.6,21,,M,M,7,26 19e,,
11,30,2023,63,54,59,7,6,e e.e6,0.06,e.e,e,8.4,14,,M,M,9 12,M,M,
12,1,2023,61,43,52,,13,e e.ee,0,e.e,e,8.7,17,,M,M,4,,24 3ee,
12,2,2023,66,39,53,2,12,e,0.2,e.e,e,5,15,,M,M,5,,20 270,
12,3,2023,74,38,56,5,9,e e.ee,0,e.e,e 11.4 24 360,11.4,24,,M,M,1,,33 34e,
12,4,2023,64,42,53,2,12,e e.ee,0,e.e,e,5.7,14,,M,M,,8,20 320,
12,5,2023,71,39,55,5,le,e e.ee,0,e.e,e,4.5,12,le,M,M,e,,16 350,
12,6,2023,66,41,54,4,11,e e.ee,0,e.e,e,6.3,13,,M,M,4,,17 ne,
12,7,2023,71,48,60,le,5,e e.ee,0,e.e,e 16.2,16.2,30,,M,M,6,,38 19e,
12,8,2023,80,60,70,2e,e,5 e.ee,0,e.e,e 16.e,16,28,,M,M,4,,35 2ee,
12,9,2023,66,44,55,6,le,e e.ee,0,e.e,e 15.e,15,24,,M,M,2,,33 310,
12,10,2023,53,35,44,-5,21,e e.ee,0,e.e,e,9.5,17,,M,M,3,,22 340,
12,11,2023,65,35,50,1,15,e e.ee,0,e.e,e,7.1,13,,M,M,3,,17 140,
12,12,2023,65,40,53,4,12,e e.ee,0,e.e,e,7,15,,M,M,8,,22 140,
12,13,2023,63,46,55,7,le,e e.ee,0,e.e,e,8,20,,M,M,8,,26 12e,
12,14,2023,63,42,53,5,12,e e.ee,0,e.B,e,8.7,17,,M,M,6,,24 130,
12,15,2023,59,47,53,5,12,e e.6e,0.6,e.e,e,9.3,21,,M,M,9,,3e 150,
12,16,2023,59,42,51,3,14,e e.ee,0,e.e,e 10.4,10.4,20,,M,M,e,,26 3ee,
12,17,2023,72,37,55,7,le,e e.ee,0,e.B,e,5,10,,M,M,,,13 220,
12,18,2023,63,44,54,7,11,e e.ee,0,e.e,e,9,20,2e,M,M,,,25,le
12,19,2023,60,37,49,2,16,e e.ee,0,e.e,e,8.7,18,,M,M,8,,25 170,
12,20,2023,67,44,56,9,9,e e.ee,0,e.B,e,9.7,16,,M,M,7,,21 160,
12,21,2023,60,56,58,11,7,e 1.16,1.16,e.e,e,8.5,14,,M,M,le 1,,18 160,
12,22,2023,68,56,62,15,3,e e.e7,0.07,e.e,e,7.3,14,,M,M,7,,21 22e,
12,23,2023,65,60,63,16,2,e e.19,0.19,e.e,e,9.9,20,,M,M,le 1,,27 140,
12,24,2023,66,47,57,11,8,e 1.53,1.53,e.e,e 13.8,13.8,20,,M,M,9 13,,4e 31e,
12,25,2023,51,37,44,-2,21,e e.ee,0,e.e,e 14.4,14.4,29,,M,M,3,,38 32e,
12,26,2023,56,31,44,-2,21,e e.ee,0,e.e,e le. 2,10.2,26,,M,M,2,,30 19e,
12,27,2023,51,37,44,-2,21,e e.ee,0,e.e,e 12.e,12,22,,M,M,1,,30 320,
12,28,2023,50,35,43,,22,e e.ee,0,e.e,e 10.4,10.4,23,,M,M,6,,31 340,
12,29,2023,56,34,45,-1,2e,e e.ee,0,e.e,e 12.6,12.6,20,,M,M,2,,26 3ee,
12,30,2023,66,33,50,4,15,e e.ee,0,e.e,e,5.9,13,,M,M,e,,240,
12,31,2023,67,38,53,7,12,e e.ee,0,e.e,e,7,22,le,M,M,5,,28 36e,
