Date,Aceraceae (maple family),Betulaceae (birch family),Asteraceae (aster family),Arecaceae,Asteraceae (aster family),Asteraceae (aster family),Betulaceae (birch family),Betulaceae,Juglandaceae (walnut family),Ulmaceae,goosefoot/amaranth family,Betulaceae,"juniper family, cedar",sedge family,Asteraceae,Fagaceae (beech family),Oleaceae (olive family),Gramineae / Poaceae,Juglandaceae (walnut family),Oleaceae,Hamamelidaceae (witch-hazel family),Moraceae (mulberry family),Oleaceae (olive family),,,,Pinaceae (pine family),Plantaginaceae (plantain family),Platanaceae (plane-tree family),Salicaceae (willow family),Fabaceae,Fagaceae (beech family),Polygonaceae (buckwheat family),Salicaceae (willow family),Tiliaceae (linden family),Ulmaceae (elm family),,Urticaceae (nettle family),,Station Name,Station City,Station State,Station Postal Code,Station Country
5/16/2023,,,,,,,6,,9,,,,,,,,,37,,,,,,,,,,,,,,,6,,,,,,4365,North Texas Pollen Station,Flower Mound,TX,75022,US
8/29/2021,,,2,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,13,,,1858,North Texas Pollen Station,Flower Mound,TX,75022,US
3/2/2021,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,35,,,1113,North Texas Pollen Station,Flower Mound,TX,75022,US
1/3/2023,,,,,,,,,,,,,1869,,,,,,,,,,,,,,2,,,,,,,,,,,,1943,North Texas Pollen Station,Flower Mound,TX,75022,US
4/21/2022,,,,,,,,,4,4,,,,,,,22,22,2,,,6,,,,,6,,17,,,635,4,11,,,,,3717,North Texas Pollen Station,Flower Mound,TX,75022,US
12/28/2021,,,,,,,,,,,,,4264,,,,,,,,,,,,,,,,,,,,,,,,,,1260,North Texas Pollen Station,Flower Mound,TX,75022,US
10/22/2022,,,22,,,,,,,,2,,4,,,,,9,,,,,,,,,,,,,,,,,,,,,2381,North Texas Pollen Station,Flower Mound,TX,75022,US
12/12/2021,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,806,North Texas Pollen Station,Flower Mound,TX,75022,US
3/7/2022,,,,,,,,,,,,,614,,,,2,,,,,,,,,,2,,,,,,,,,58,,,1383,North Texas Pollen Station,Flower Mound,TX,75022,US
5/9/2023,,,,,,,,,2,,2,,,,,,,27,,,,,,,,,4,,,,,2,4,,,,,,2159,North Texas Pollen Station,Flower Mound,TX,75022,US
7/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,North Texas Pollen Station,Flower Mound,TX,75022,US
12/6/2022,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
8/5/2021,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6740,North Texas Pollen Station,Flower Mound,TX,75022,US
1/6/2023,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,2,,,1474,North Texas Pollen Station,Flower Mound,TX,75022,US
6/16/2023,,,,,,2,,,,,,,,2,,,,19,,,,,,,,,6,,,,,2,,,,,,,4320,North Texas Pollen Station,Flower Mound,TX,75022,US
5/30/2021,,,,,,,,,2,,,,,2,,,,56,,,,,,,,,,,,,,,,,,,,,2282,North Texas Pollen Station,Flower Mound,TX,75022,US
1/14/2023,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,2,,,1770,North Texas Pollen Station,Flower Mound,TX,75022,US
4/26/2023,,,,,,,30,,19,,,,,,,,2,9,,,,,,,,,3,,,,,17,12,,,,,,2308,North Texas Pollen Station,Flower Mound,TX,75022,US
6/6/2022,,,,,,,,,,,,,,2,,,,9,,,,,,,,,13,,,,,,,,,,,,2831,North Texas Pollen Station,Flower Mound,TX,75022,US
8/26/2023,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465,North Texas Pollen Station,Flower Mound,TX,75022,US
11/5/2023,,,6,,,,,,,,,,2,,,,,8,,,,,,,,,,,,,,,,,,2,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
7/22/2022,,,,,,,,,,,2,,,,,,,9,,,,,,,,,,,,,,,,,,,,,2857,North Texas Pollen Station,Flower Mound,TX,75022,US
4/23/2021,,,,,,,,,11,,,,6,,,,13,13,4,,,28,,,,,11,,,,,73,2,9,,,,,1018,North Texas Pollen Station,Flower Mound,TX,75022,US
12/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
6/17/2023,,,,,,,,,,,2,,,,,,,9,,,,,,,,,76,,,,,,2,,,,,,4938,North Texas Pollen Station,Flower Mound,TX,75022,US
6/22/2022,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1755,North Texas Pollen Station,Flower Mound,TX,75022,US
3/12/2021,,,,,,,2,,,2,,,166,,,,4,2,,,,,,,,,11,,,6,,2,2,2,,4,,,1474,North Texas Pollen Station,Flower Mound,TX,75022,US
11/11/2021,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
8/24/2022,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,,3458,North Texas Pollen Station,Flower Mound,TX,75022,US
9/20/2022,,,82,,,,,,,,4,,,2,,,,2,,,,,,,,,,,,,,,,,,102,,,2263,North Texas Pollen Station,Flower Mound,TX,75022,US
3/1/2021,,,2,,,,,,,,,,1530,,,,,,,,,,,,,,,,,,,,,,,73,,,1560,North Texas Pollen Station,Flower Mound,TX,75022,US
1/7/2022,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,756,North Texas Pollen Station,Flower Mound,TX,75022,US
12/5/2022,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,2105,North Texas Pollen Station,Flower Mound,TX,75022,US
9/1/2021,,,6,,,,,,,,13,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,4050,North Texas Pollen Station,Flower Mound,TX,75022,US
6/15/2022,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,2109,North Texas Pollen Station,Flower Mound,TX,75022,US
11/30/2022,,,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2183,North Texas Pollen Station,Flower Mound,TX,75022,US
11/6/2021,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
10/13/2023,,,230,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,538,,,3028,North Texas Pollen Station,Flower Mound,TX,75022,US
12/31/2021,,,,,,,,,,,,,,1891,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
2/23/2021,,,,,,,,,,,,,765,,,,,,,,,,,,,,2,,,,,,,,,,,,2388,North Texas Pollen Station,Flower Mound,TX,75022,US
9/12/2021,,,30,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1837,North Texas Pollen Station,Flower Mound,TX,75022,US
4/17/2022,19,,,,,,4,,,17,,,4,6,,,52,6,4,,,80,,,,,6,,52,4,,1565,6,17,,,,,2485,North Texas Pollen Station,Flower Mound,TX,75022,US
7/17/2021,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,North Texas Pollen Station,Flower Mound,TX,75022,US
9/15/2021,,,147,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
9/28/2021,,,281,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2217,,,2157,North Texas Pollen Station,Flower Mound,TX,75022,US
3/26/2022,,,,,,,,,,17,,,37,,,,39,2,,,11,,,,,,4,,,,,171,,,,56,,,1988,North Texas Pollen Station,Flower Mound,TX,75022,US
11/1/2022,,,13,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,2392,North Texas Pollen Station,Flower Mound,TX,75022,US
8/18/2021,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,North Texas Pollen Station,Flower Mound,TX,75022,US
2/3/2023,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,3,,,979,North Texas Pollen Station,Flower Mound,TX,75022,US
4/3/2023,9,,,,,,,,,,,,,1,,,195,17,,,,49,,,,,7,,67,,,975,4,22,,,,,2036,North Texas Pollen Station,Flower Mound,TX,75022,US
2/21/2023,,,,,,,,,,,,,545,,,,,,,,,,,,,,6,,,,,,,,,895,,,1830,North Texas Pollen Station,Flower Mound,TX,75022,US
1/11/2022,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1318,North Texas Pollen Station,Flower Mound,TX,75022,US
5/14/2022,,,,,,,,,15,,,,,4,,,,28,,,,,,,,,,,,,,,4,,,2,,,2162,North Texas Pollen Station,Flower Mound,TX,75022,US
3/27/2022,,,,,,,2,,,41,,,24,,,,17,4,,,17,,,,,,9,,6,115,,350,2,,,9,,,2049,North Texas Pollen Station,Flower Mound,TX,75022,US
3/12/2022,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,4,,,,,,22,,,886,North Texas Pollen Station,Flower Mound,TX,75022,US
1/2/2023,,,,,,,,,,,,,942,,,,,,,,,,,,,,,,,,,,,,,,,,2604,North Texas Pollen Station,Flower Mound,TX,75022,US
4/5/2022,,,,,,,,,,184,,,54,,,,89,2,,,4,612,,,,,11,,19,28,,4216,,,,,,,2401,North Texas Pollen Station,Flower Mound,TX,75022,US
10/2/2022,,,91,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1990,North Texas Pollen Station,Flower Mound,TX,75022,US
5/3/2021,,,,,,,,,43,,,,,,,,2,69,,,,115,,,,,,,,,,2,4,,,,,,1779,North Texas Pollen Station,Flower Mound,TX,75022,US
11/17/2023,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
10/1/2021,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
3/29/2023,4,,,,,,,,,58,,,2,2,,,63,9,,,2,13,,,,,11,,71,,,1190,,28,,,,,1900,North Texas Pollen Station,Flower Mound,TX,75022,US
2/12/2022,,,,,,,,,,,,,1102,,,,,,,,,,,,,,11,,,,,,,,,37,,,2139,North Texas Pollen Station,Flower Mound,TX,75022,US
2/5/2022,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,1253,North Texas Pollen Station,Flower Mound,TX,75022,US
8/12/2022,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218,North Texas Pollen Station,Flower Mound,TX,75022,US
2/6/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,475,North Texas Pollen Station,Flower Mound,TX,75022,US
3/13/2021,6,,,,,,,,,13,,,102,,,,,2,2,,4,2,,2,,,177,,,108,,9,4,9,,6,,,1191,North Texas Pollen Station,Flower Mound,TX,75022,US
10/1/2023,,,149,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,19,,,4149,North Texas Pollen Station,Flower Mound,TX,75022,US
12/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,North Texas Pollen Station,Flower Mound,TX,75022,US
11/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,North Texas Pollen Station,Flower Mound,TX,75022,US
6/24/2021,,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1621,North Texas Pollen Station,Flower Mound,TX,75022,US
9/10/2022,,,15,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,24,,,2798,North Texas Pollen Station,Flower Mound,TX,75022,US
1/23/2023,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,22,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
7/10/2022,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2554,North Texas Pollen Station,Flower Mound,TX,75022,US
1/12/2023,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,2,,,2440,North Texas Pollen Station,Flower Mound,TX,75022,US
5/9/2021,,,,,,,,,54,,,,,,,,,149,,,,48,,,,,,,,,,,9,,,,,,2116,North Texas Pollen Station,Flower Mound,TX,75022,US
5/21/2022,,,,,,,,,,,,,2,,,,,24,,,,,,,,,,,,,,,,,,,,,1962,North Texas Pollen Station,Flower Mound,TX,75022,US
10/21/2023,,,84,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,22,,,2263,North Texas Pollen Station,Flower Mound,TX,75022,US
8/18/2023,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,North Texas Pollen Station,Flower Mound,TX,75022,US
9/17/2023,,,121,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,151,,,7450,North Texas Pollen Station,Flower Mound,TX,75022,US
3/26/2021,17,,,,,,,,,257,,,,,,,261,6,,,15,534,,,,,95,,32,11,,1037,,9,,,,,2327,North Texas Pollen Station,Flower Mound,TX,75022,US
4/29/2021,,,,,,,,,9,,,,,,,,,41,,,,52,,,,,,,,,,32,2,,,,,,2902,North Texas Pollen Station,Flower Mound,TX,75022,US
12/15/2023,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
7/26/2021,,,,,,,,,,,6,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1848,North Texas Pollen Station,Flower Mound,TX,75022,US
12/19/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
11/18/2021,,,6,,,,,,,,2,,39,,,,,4,,,,,,,,,,,,,,,,,,,,,1511,North Texas Pollen Station,Flower Mound,TX,75022,US
12/24/2021,,,,,,,,,,,,,3220,,,,,,,,,,,,,,,,,,,,,,,,,,1409,North Texas Pollen Station,Flower Mound,TX,75022,US
5/12/2023,,,,,,,,,2,,,,,,,,,50,,,,,,,,,,,,,,,4,,,,,,1971,North Texas Pollen Station,Flower Mound,TX,75022,US
2/24/2022,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,540,North Texas Pollen Station,Flower Mound,TX,75022,US
8/24/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,North Texas Pollen Station,Flower Mound,TX,75022,US
1/29/2021,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,13,,,1329,North Texas Pollen Station,Flower Mound,TX,75022,US
5/29/2021,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,2,,,,,,2747,North Texas Pollen Station,Flower Mound,TX,75022,US
11/4/2022,,,17,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,4,,,2572,North Texas Pollen Station,Flower Mound,TX,75022,US
10/21/2022,,,9,,,,,,,,4,,24,,,,,4,,,,,,,,,,,,,,,,,,15,,,1956,North Texas Pollen Station,Flower Mound,TX,75022,US
11/29/2022,,,,,,,,,,,,,56,,,,,4,,,,,,,,,,,,,,,,,,,,,2809,North Texas Pollen Station,Flower Mound,TX,75022,US
9/10/2021,,,89,,4,,,,,,11,,,,,,,9,,,,,,,,,,,,,,,,,,2,,,3680,North Texas Pollen Station,Flower Mound,TX,75022,US
8/24/2021,,,,,,,,,,,9,,,,,,,2,,,,,,,,,,,,,,,,,,151,,,2146,North Texas Pollen Station,Flower Mound,TX,75022,US
12/25/2023,,,,,,2,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,4322,North Texas Pollen Station,Flower Mound,TX,75022,US
8/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,North Texas Pollen Station,Flower Mound,TX,75022,US
8/1/2021,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
11/21/2023,,,2,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,3242,North Texas Pollen Station,Flower Mound,TX,75022,US
7/27/2023,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651,North Texas Pollen Station,Flower Mound,TX,75022,US
4/8/2023,,,,,,,,,,,,,5,,,,43,2,,,,13,,,,,6,,35,,,175,3,22,,,,,1796,North Texas Pollen Station,Flower Mound,TX,75022,US
1/14/2021,,,,,,,,,,,,,1562,,,,,,,,,,,,,,,,,,,,,,,4,,,2314,North Texas Pollen Station,Flower Mound,TX,75022,US
2/22/2023,,,,,,,,,,,,,431,,,,,,,,,,,,,,5,,,,,,,,,411,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
9/9/2021,,,149,,6,,,,,,9,,,,,,,9,,,,,,,,,,,,,,,,,,4,,,4056,North Texas Pollen Station,Flower Mound,TX,75022,US
9/28/2022,,,173,,,,,,,,2,,,,,,,13,,,,,,,,,,,,,,,,,,13,,,2956,North Texas Pollen Station,Flower Mound,TX,75022,US
3/28/2021,11,,2,,,,6,,,283,,,56,,,,229,39,,,11,588,,,,,125,,24,17,,1584,,6,,2,,,2703,North Texas Pollen Station,Flower Mound,TX,75022,US
12/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
10/15/2021,,,106,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
8/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683,North Texas Pollen Station,Flower Mound,TX,75022,US
8/31/2021,,,6,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,2334,North Texas Pollen Station,Flower Mound,TX,75022,US
1/17/2022,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,1720,North Texas Pollen Station,Flower Mound,TX,75022,US
1/5/2023,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
7/3/2021,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
6/9/2022,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,2310,North Texas Pollen Station,Flower Mound,TX,75022,US
2/6/2021,,,2,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,138,,,1986,North Texas Pollen Station,Flower Mound,TX,75022,US
7/7/2023,,,,,,,,,,,2,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,1688,North Texas Pollen Station,Flower Mound,TX,75022,US
9/25/2023,,,142,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,184,,,6440,North Texas Pollen Station,Flower Mound,TX,75022,US
9/29/2022,,,266,,,,,,,,4,,,,,,,19,,,,,,,,,,,,,,,,,,17,,,2881,North Texas Pollen Station,Flower Mound,TX,75022,US
6/28/2023,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043,North Texas Pollen Station,Flower Mound,TX,75022,US
7/1/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1724,North Texas Pollen Station,Flower Mound,TX,75022,US
1/29/2023,,,,,,,,,,,,,802,,,,,,,,,,,,,,,,,,,,,,,43,,,1528,North Texas Pollen Station,Flower Mound,TX,75022,US
5/24/2021,,,,,,,,,2,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,2405,North Texas Pollen Station,Flower Mound,TX,75022,US
10/3/2023,,,283,,,,,,,,1,,,2,,,,2,,,,,,,,,,,,,,,,,,48,,,2338,North Texas Pollen Station,Flower Mound,TX,75022,US
10/10/2022,,,171,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,117,,,2598,North Texas Pollen Station,Flower Mound,TX,75022,US
7/17/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
10/20/2022,,,13,,,,,,,,2,,37,2,,,,11,,,,,,,,,,,,,,,,,,11,,,2081,North Texas Pollen Station,Flower Mound,TX,75022,US
4/20/2023,,,,,,4,160,,10,,,,2,,,,1,16,3,,,2,,,,,9,,,,,52,7,,,,,,2438,North Texas Pollen Station,Flower Mound,TX,75022,US
4/10/2022,32,,,,,,,,,102,,,19,2,,,30,13,,,,231,,,,,26,,19,15,,2481,2,45,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
3/25/2022,,,,,,,2,,,2,,,2,,,,,6,,,4,,,,,,,,,11,,4,,,,6,,,2113,North Texas Pollen Station,Flower Mound,TX,75022,US
10/28/2022,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733,North Texas Pollen Station,Flower Mound,TX,75022,US
10/19/2021,,,91,,,,,,,,2,,2,,,,,9,,,,,,,,,,,,,,,,,,97,,,2271,North Texas Pollen Station,Flower Mound,TX,75022,US
2/10/2023,,,,,,,,,,,,,257,,,,,,,,,,,,,,1,,,,,,,,,63,,,1900,North Texas Pollen Station,Flower Mound,TX,75022,US
2/19/2023,,,,,,4,,,,,,,32,,,,,,,,,,,,,,4,,,,,,,,,320,,,2122,North Texas Pollen Station,Flower Mound,TX,75022,US
9/1/2023,,,28,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4186,North Texas Pollen Station,Flower Mound,TX,75022,US
10/11/2022,,,151,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,138,,,2133,North Texas Pollen Station,Flower Mound,TX,75022,US
1/6/2021,,,,,,,,,,,,,1601,,,,,,,,,,,,,,,,,,,,,,,4,,,1329,North Texas Pollen Station,Flower Mound,TX,75022,US
1/1/2022,,,,,,2,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
11/10/2021,,,2,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2,,,1232,North Texas Pollen Station,Flower Mound,TX,75022,US
2/14/2023,,,,,,,,,,,,,644,,,,,2,,,,,,,,,3,,,,,,,,,153,,,2814,North Texas Pollen Station,Flower Mound,TX,75022,US
8/6/2022,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,North Texas Pollen Station,Flower Mound,TX,75022,US
6/17/2022,,,,,,,,,,,2,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1990,North Texas Pollen Station,Flower Mound,TX,75022,US
5/16/2022,,,,,,,,,11,11,,,2,4,,,,41,,,,,,,,,2,,,,,,,,,,,,2338,North Texas Pollen Station,Flower Mound,TX,75022,US
2/28/2021,,,,,,,,,,,,,2131,,,,,,,,,,,,,,,,,,,,,,,35,,,1524,North Texas Pollen Station,Flower Mound,TX,75022,US
5/27/2021,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,2066,North Texas Pollen Station,Flower Mound,TX,75022,US
5/28/2023,,,,,,,,,,,,,,2,,,,17,1,,,,,,,,2,,,,,,2,,,,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
7/25/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,North Texas Pollen Station,Flower Mound,TX,75022,US
5/20/2023,,,,,,,,,11,,,,,,,,,45,,,,,,,,,,,,,,,6,,,,,,3458,North Texas Pollen Station,Flower Mound,TX,75022,US
5/17/2021,,,,,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1078,North Texas Pollen Station,Flower Mound,TX,75022,US
1/16/2021,,,9,,,,,,,,2,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1824,North Texas Pollen Station,Flower Mound,TX,75022,US
5/1/2023,,,,,,,98,,48,,,,11,,,,3,41,13,,,,,,,,,,,,,9,16,,,,,,2809,North Texas Pollen Station,Flower Mound,TX,75022,US
6/4/2021,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,3339,North Texas Pollen Station,Flower Mound,TX,75022,US
3/14/2022,,,,,,2,,,,,2,,201,,,,4,2,,,,,,,,,13,,,,,,,,,218,,,1750,North Texas Pollen Station,Flower Mound,TX,75022,US
11/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,North Texas Pollen Station,Flower Mound,TX,75022,US
8/10/2023,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,North Texas Pollen Station,Flower Mound,TX,75022,US
1/20/2021,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,871,North Texas Pollen Station,Flower Mound,TX,75022,US
9/30/2022,,,175,,,,,,,,4,,,,,,,26,,,,,,,,,,,,,,,,,,24,,,2058,North Texas Pollen Station,Flower Mound,TX,75022,US
3/4/2021,,,,,,,,,,,,,2276,,,,,,,,,,,,,,,,,,,,,,,52,,,2142,North Texas Pollen Station,Flower Mound,TX,75022,US
8/29/2022,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,2142,North Texas Pollen Station,Flower Mound,TX,75022,US
7/10/2021,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,North Texas Pollen Station,Flower Mound,TX,75022,US
10/9/2023,,,136,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,2118,North Texas Pollen Station,Flower Mound,TX,75022,US
12/15/2021,,,2,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,1281,North Texas Pollen Station,Flower Mound,TX,75022,US
3/10/2021,,,,,,,,,,,,,454,,,,,2,,,,,,,,,4,,,,,,,,,9,,,1294,North Texas Pollen Station,Flower Mound,TX,75022,US
2/21/2021,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,2,,,1493,North Texas Pollen Station,Flower Mound,TX,75022,US
6/13/2023,,,,,,,,,,,,,,,,,,4,,,,,,,,,9,,,,,,,,,,,,3894,North Texas Pollen Station,Flower Mound,TX,75022,US
1/26/2023,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,432,North Texas Pollen Station,Flower Mound,TX,75022,US
10/29/2023,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
2/14/2021,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,54,,,1294,North Texas Pollen Station,Flower Mound,TX,75022,US
12/11/2021,,,2,,,,,,,,2,,43,,,,,,,,,,,,,,,,,,,,,,,,,,953,North Texas Pollen Station,Flower Mound,TX,75022,US
9/13/2021,,,32,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,2118,North Texas Pollen Station,Flower Mound,TX,75022,US
3/11/2021,,,2,,,,,,,,,,439,,,,,2,,,,,,,,,11,,,4,,2,,,,6,,,1597,North Texas Pollen Station,Flower Mound,TX,75022,US
7/13/2021,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1763,North Texas Pollen Station,Flower Mound,TX,75022,US
3/4/2023,,,,,,,,,,6,,,75,,,,28,,,,13,251,,,,,,,,,,15,,,,31,,,2811,North Texas Pollen Station,Flower Mound,TX,75022,US
11/3/2022,,,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
